code,country,stateOrRegion,assetClass,year,unitOfMeasurement,greenHouseGasEmissionFactor
BOL,Bolivia,Bolivia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.72055435
BRA,Brazil,Brazil,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.19801095
BRB,Barbados,Barbados,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,41.28055573
BRN,Brunei Darussalam,Brunei Darussalam,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,53.00165939
BTN,Bhutan,Bhutan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.76927948
BWA,Botswana,Botswana,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,62.23876572
CAF,Central African Republic,Central African Republic,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.3655777
CAN,Canada,Canada,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,28.76589791
CHE,Switzerland,Switzerland,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,9.559799931
CHL,Chile,Chile,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,60.48447418
CHN,China,China,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.72616827
CIV,Ivory Coast,Ivory Coast,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,50.09401703
CMR,Cameroon,Cameroon,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.57181931
COD,"Congo, Democratic Republic of the","Congo, Democratic Republic of the","Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,14.49673557
COG,Congo,Congo,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.94849396
COL,Colombia,Colombia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,46.84030533
COM,Comoros,Comoros,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.07138443
CPV,Cabo Verde,Cabo Verde,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.83013535
CRI,Costa Rica,Costa Rica,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.49255753
CUB,Cuba,Cuba,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,-0.276106715
CYM,Cayman Islands,Cayman Islands,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,41.53108978
CYP,Cyprus,Cyprus,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,47.05351938
CZE,Czech Republic,Czech Republic,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,30.84394865
DEU,Germany,Germany,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.23861236
DJI,Djibouti,Djibouti,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.77630615
DMA,Dominica,Dominica,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.33823013
DNK,Denmark,Denmark,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,16.02766258
DOM,Dominican Republic,Dominican Republic,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.54872513
DZA,Algeria,Algeria,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,9.55471611
ECU,Ecuador,Ecuador,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,25.41838837
EGY,Egypt,Egypt,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,12.42917061
ERI,Eritrea,Eritrea,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,1.75903523
ESP,Spain,Spain,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,8.982281959
EST,Estonia,Estonia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,62.51806531
ETH,Ethiopia,Ethiopia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,13.96164227
FIN,Finland,Finland,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,22.06501455
FJI,Fiji,Fiji,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.58311844
FRA,France,France,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,12.51353252
FRO,Faroe Islands,Faroe Islands,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.92804718
GAB,Gabon,Gabon,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.17092133
GBR,United Kingdom,United Kingdom,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,18.03946617
GEO,Georgia,Georgia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.56322861
GHA,Ghana,Ghana,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,40.84293365
GIB,Gibraltar,Gibraltar,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.82021332
GIN,Guinea,Guinea,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,31.87079239
GMB,Gambia,Gambia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,49.91324997
GNB,Guinea-Bissau,Guinea-Bissau,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,39.44526291
GNQ,Equatorial Guinea,Equatorial Guinea,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,33.71345901
GRC,Greece,Greece,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,75.09938288
GRD,Grenada,Grenada,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,33.78727341
GRL,Greenland,Greenland,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,82.56278229
GTM,Guatemala,Guatemala,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.27480698
GUM,Guam,Guam,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,43.17464828
GUY,Guyana,Guyana,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.04118347
HKG,Hong Kong,Hong Kong,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,75.09938288
HND,Honduras,Honduras,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,55.77625656
HRV,Croatia,Croatia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,27.43995513
HTI,Haiti,Haiti,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.46903229
HUN,Hungary,Hungary,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.72616827
IDN,Indonesia,Indonesia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,25.21138382
IND,India,India,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.1336539
IRL,Ireland,Ireland,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,55.57587591
IRN,"Iran, Islamic Republic of","Iran, Islamic Republic of","Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,8.940852165
IRQ,Iraq,Iraq,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.69739914
ISL,Iceland,Iceland,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,77.5489502
ISR,Israel,Israel,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.97772598
ITA,Italy,Italy,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,40.7713571
JAM,Jamaica,Jamaica,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,39.6796608
JOR,Jordan,Jordan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,3.750718117
JPN,Japan,Japan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.23861236
KAZ,Kazakhstan,Kazakhstan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.65760422
KEN,Kenya,Kenya,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,16.71720695
KGZ,Kyrgyzstan,Kyrgyzstan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.20372581
KHM,Cambodia,Cambodia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,2.616614103
KIR,Kiribati,Kiribati,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.94804382
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,51.85163116
KOR,South Korea,South Korea,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,40.7713571
KSV,Kosovo,Kosovo,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,60.90462875
KWT,Kuwait,Kuwait,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,23.03045464
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,54.27615738
LBN,Lebanon,Lebanon,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.57971573
LBR,Liberia,Liberia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,26.38142014
LBY,Libya,Libya,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,59.51234818
LCA,Saint Lucia,Saint Lucia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.64233017
LKA,Sri Lanka,Sri Lanka,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,-0.183523819
LSO,Lesotho,Lesotho,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,13.21840096
LTU,Lithuania,Lithuania,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.1336539
LUX,Luxembourg,Luxembourg,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,63.16454489
LVA,Latvia,Latvia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,83.6712396
MAC,Macao,Macao,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.69741058
MAR,Morocco,Morocco,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,0.62445
MDA,Moldova,Moldova,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,19.72355652
MDG,Madagascar,Madagascar,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.96633911
MDV,Maldives,Maldives,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,36.47149277
MEX,Mexico,Mexico,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.30421343
MKD,North Macedonia,North Macedonia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,49.68267059
MLI,Mali,Mali,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,1.473513126
MLT,Malta,Malta,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,43.00931819
MMR,Myanmar,Myanmar,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.86997604
MNE,Montenegro,Montenegro,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,43.64798737
MNG,Mongolia,Mongolia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.57848358
MOZ,Mozambique,Mozambique,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,25.3615818
MRT,Mauritania,Mauritania,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,4.780105591
MSR,Montserrat,Montserrat,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,49.44225311
MUS,Mauritius,Mauritius,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.36840057
MWI,Malawi,Malawi,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,18.14134216
MYS,Malaysia,Malaysia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,63.16454489
NAM,Namibia,Namibia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,17.77395821
NCL,New Caledonia,New Caledonia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,73.10215759
NER,Niger,Niger,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,49.81973648
NGA,Nigeria,Nigeria,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,56.08750153
NIC,Nicaragua,Nicaragua,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,55.60062408
NLD,Netherlands,Netherlands,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,18.47209579
NOR,Norway,Norway,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,5.611499857
NPL,Nepal,Nepal,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,14.55960369
NRU,Nauru,Nauru,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,41.54681396
NZL,New Zealand,New Zealand,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,10.24153328
OMN,Oman,Oman,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.64153099
PAK,Pakistan,Pakistan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,7.475117683
PAN,Panama,Panama,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,45.28464127
PER,Peru,Peru,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.62628174
PHL,Philippines,Philippines,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,43.00931819
PNG,Papua New Guinea,Papua New Guinea,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.26361084
POL,Poland,Poland,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,50.70307695
PRI,Puerto Rico,Puerto Rico,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,84.71846008
PRK,"Korea, Democratic People's Republic of","Korea, Democratic People's Republic of","Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,18.75038147
PRT,Portugal,Portugal,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.06851962
PRY,Paraguay,Paraguay,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.69963837
PSE,"Palestine, State of","Palestine, State of","Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,3.968952656
PYF,French Polynesia,French Polynesia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,52.69758224
QAT,Qatar,Qatar,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,22.80278397
ROU,Romania,Romania,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,26.05833333
RUS,Russian Federation,Russian Federation,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,33.45116425
RWA,Rwanda,Rwanda,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.48311234
SAU,Saudi Arabia,Saudi Arabia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,64.98775482
SDN,Sudan,Sudan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,16.0007515
SEN,Senegal,Senegal,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,0.750172138
SGP,Singapore,Singapore,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,55.57587591
SLB,Solomon Islands,Solomon Islands,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.65442276
SLE,Sierra Leone,Sierra Leone,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,21.39049149
SLV,El Salvador,El Salvador,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,31.55766487
SOM,Somalia,Somalia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,40.40702057
SRB,Serbia,Serbia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,21.59115601
SSD,South Sudan,South Sudan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.52737427
STP,Sao Tome and Principe,Sao Tome and Principe,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,33.95197296
SUR,Suriname,Suriname,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.5685997
SVK,Slovakia,Slovakia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,19.21247172
SVN,Slovenia,Slovenia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,18.01777346
SWE,Sweden,Sweden,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,7.140647264
SWZ,Eswatini,Eswatini,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,41.07538223
SYC,Seychelles,Seychelles,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.00921249
SYR,Syrian Arab Republic,Syrian Arab Republic,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,59.44734192
TCA,Turks and Caicos Islands,Turks and Caicos Islands,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,41.11319733
TCD,Chad,Chad,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,0.732469499
TGO,Togo,Togo,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.85339737
THA,Thailand,Thailand,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,54.50976944
TJK,Tajikistan,Tajikistan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.86437798
TKM,Turkmenistan,Turkmenistan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,61.06075287
TLS,Timor-Leste,Timor-Leste,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,59.61932373
TON,Tonga,Tonga,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,33.7819519
TTO,Trinidad and Tobago,Trinidad and Tobago,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,48.86317825
TUN,Tunisia,Tunisia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,3.932598591
TUR,Turkey,Turkey,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,16.71051788
TWN,Taiwan,Taiwan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,79.10534668
TZA,"Tanzania, United Republic of","Tanzania, United Republic of","Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.09303284
UGA,Uganda,Uganda,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,16.99828339
UKR,Ukraine,Ukraine,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,19.03583908
URY,Uruguay,Uruguay,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.59422302
USA,United States of America average,United States of America average,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,28.85570243
UZB,Uzbekistan,Uzbekistan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,49.40366745
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,33.82938385
VEN,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of","Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,27.33652687
VGB,Virgin Islands (British),Virgin Islands (British),"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.18495178
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.86505508
VNM,Viet Nam,Viet Nam,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,43.37267685
VUT,Vanuatu,Vanuatu,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.11349487
WSM,Samoa,Samoa,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,34.65752792
YEM,Yemen,Yemen,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,0.884330511
ZAF,South Africa,South Africa,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,45.59645081
ZMB,Zambia,Zambia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,26.08415985
ZWE,Zimbabwe,Zimbabwe,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,38.93666077
ABW,Aruba,Aruba,Healthcare,2020,kgCO2e/m2/year,142.0023193
AFG,Afghanistan,Afghanistan,Healthcare,2020,kgCO2e/m2/year,75.91882324
AGO,Angola,Angola,Healthcare,2020,kgCO2e/m2/year,102.6773148
ALB,Albania,Albania,Healthcare,2020,kgCO2e/m2/year,91.9704361
ARE,United Arab Emirates,United Arab Emirates,Healthcare,2020,kgCO2e/m2/year,127.8854446
ARG,Argentina,Argentina,Healthcare,2020,kgCO2e/m2/year,111.8069382
ARM,Armenia,Armenia,Healthcare,2020,kgCO2e/m2/year,69.40545654
ASM,American Samoa,American Samoa,Healthcare,2020,kgCO2e/m2/year,161.3839569
ATG,Antigua and Barbuda,Antigua and Barbuda,Healthcare,2020,kgCO2e/m2/year,159.454361
AUS,Australia,Australia,Healthcare,2020,kgCO2e/m2/year,246.1938745
AUT,Austria,Austria,Healthcare,2020,kgCO2e/m2/year,57.49741475
AZE,Azerbaijan,Azerbaijan,Healthcare,2020,kgCO2e/m2/year,207.905838
BDI,Burundi,Burundi,Healthcare,2020,kgCO2e/m2/year,119.8405762
BEL,Belgium,Belgium,Healthcare,2020,kgCO2e/m2/year,77.70026763
BEN,Benin,Benin,Healthcare,2020,kgCO2e/m2/year,148.7973022
BFA,Burkina Faso,Burkina Faso,Healthcare,2020,kgCO2e/m2/year,145.9668427
BGD,Bangladesh,Bangladesh,Healthcare,2020,kgCO2e/m2/year,76.1465683
BGR,Bulgaria,Bulgaria,Healthcare,2020,kgCO2e/m2/year,70.94975948
BHR,Bahrain,Bahrain,Healthcare,2020,kgCO2e/m2/year,205.8131561
BHS,Bahamas,Bahamas,Healthcare,2020,kgCO2e/m2/year,212.8696442
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Healthcare,2020,kgCO2e/m2/year,80.58647156
BLR,Belarus,Belarus,Healthcare,2020,kgCO2e/m2/year,79.10169983
BLZ,Belize,Belize,Healthcare,2020,kgCO2e/m2/year,139.3477325
BMU,Bermuda,Bermuda,Healthcare,2020,kgCO2e/m2/year,151.8446503
BOL,Bolivia,Bolivia,Healthcare,2020,kgCO2e/m2/year,108.6990509
BRA,Brazil,Brazil,Healthcare,2020,kgCO2e/m2/year,66.04745246
BRB,Barbados,Barbados,Healthcare,2020,kgCO2e/m2/year,157.9691772
BRN,Brunei Darussalam,Brunei Darussalam,Healthcare,2020,kgCO2e/m2/year,164.7361603
BTN,Bhutan,Bhutan,Healthcare,2020,kgCO2e/m2/year,182.4678955
BWA,Botswana,Botswana,Healthcare,2020,kgCO2e/m2/year,217.648056
CAF,Central African Republic,Central African Republic,Healthcare,2020,kgCO2e/m2/year,124.0747223
CAN,Canada,Canada,Healthcare,2020,kgCO2e/m2/year,43.96822026
CHE,Switzerland,Switzerland,Healthcare,2020,kgCO2e/m2/year,41.80507532
CHL,Chile,Chile,Healthcare,2020,kgCO2e/m2/year,97.16625214
CHN,China,China,Healthcare,2020,kgCO2e/m2/year,99.46820312
CIV,Ivory Coast,Ivory Coast,Healthcare,2020,kgCO2e/m2/year,164.60289
CMR,Cameroon,Cameroon,Healthcare,2020,kgCO2e/m2/year,128.4460907
COD,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",Healthcare,2020,kgCO2e/m2/year,96.1506958
COG,Congo,Congo,Healthcare,2020,kgCO2e/m2/year,163.3473511
COL,Colombia,Colombia,Healthcare,2020,kgCO2e/m2/year,121.6277771
COM,Comoros,Comoros,Healthcare,2020,kgCO2e/m2/year,137.9657898
CPV,Cabo Verde,Cabo Verde,Healthcare,2020,kgCO2e/m2/year,133.9634705
CRI,Costa Rica,Costa Rica,Healthcare,2020,kgCO2e/m2/year,113.7850266
CUB,Cuba,Cuba,Healthcare,2020,kgCO2e/m2/year,68.58016968
CYM,Cayman Islands,Cayman Islands,Healthcare,2020,kgCO2e/m2/year,131.9650421
CYP,Cyprus,Cyprus,Healthcare,2020,kgCO2e/m2/year,126.766356
CZE,Czech Republic,Czech Republic,Healthcare,2020,kgCO2e/m2/year,100.4662968
DEU,Germany,Germany,Healthcare,2020,kgCO2e/m2/year,136.2978127
DJI,Djibouti,Djibouti,Healthcare,2020,kgCO2e/m2/year,131.6486664
DMA,Dominica,Dominica,Healthcare,2020,kgCO2e/m2/year,142.9447479
DNK,Denmark,Denmark,Healthcare,2020,kgCO2e/m2/year,42.25730368
DOM,Dominican Republic,Dominican Republic,Healthcare,2020,kgCO2e/m2/year,132.2537231
DZA,Algeria,Algeria,Healthcare,2020,kgCO2e/m2/year,51.86856842
ECU,Ecuador,Ecuador,Healthcare,2020,kgCO2e/m2/year,98.62141418
EGY,Egypt,Egypt,Healthcare,2020,kgCO2e/m2/year,21.47959137
ERI,Eritrea,Eritrea,Healthcare,2020,kgCO2e/m2/year,87.42324829
ESP,Spain,Spain,Healthcare,2020,kgCO2e/m2/year,37.76808801
EST,Estonia,Estonia,Healthcare,2020,kgCO2e/m2/year,257.5784622
ETH,Ethiopia,Ethiopia,Healthcare,2020,kgCO2e/m2/year,94.29058075
FIN,Finland,Finland,Healthcare,2020,kgCO2e/m2/year,71.99221258
FJI,Fiji,Fiji,Healthcare,2020,kgCO2e/m2/year,129.4051361
FRA,France,France,Healthcare,2020,kgCO2e/m2/year,45.69177286
FRO,Faroe Islands,Faroe Islands,Healthcare,2020,kgCO2e/m2/year,191.8914795
GAB,Gabon,Gabon,Healthcare,2020,kgCO2e/m2/year,119.313591
GBR,United Kingdom,United Kingdom,Healthcare,2020,kgCO2e/m2/year,78.56946075
GEO,Georgia,Georgia,Healthcare,2020,kgCO2e/m2/year,81.56034088
GHA,Ghana,Ghana,Healthcare,2020,kgCO2e/m2/year,157.6856995
GIB,Gibraltar,Gibraltar,Healthcare,2020,kgCO2e/m2/year,187.0406494
GIN,Guinea,Guinea,Healthcare,2020,kgCO2e/m2/year,138.67276
GMB,Gambia,Gambia,Healthcare,2020,kgCO2e/m2/year,143.8876038
GNB,Guinea-Bissau,Guinea-Bissau,Healthcare,2020,kgCO2e/m2/year,129.046936
GNQ,Equatorial Guinea,Equatorial Guinea,Healthcare,2020,kgCO2e/m2/year,116.9553375
GRC,Greece,Greece,Healthcare,2020,kgCO2e/m2/year,204.8618608
GRD,Grenada,Grenada,Healthcare,2020,kgCO2e/m2/year,145.4118195
GRL,Greenland,Greenland,Healthcare,2020,kgCO2e/m2/year,237.436554
GTM,Guatemala,Guatemala,Healthcare,2020,kgCO2e/m2/year,103.6610184
GUM,Guam,Guam,Healthcare,2020,kgCO2e/m2/year,147.2464447
GUY,Guyana,Guyana,Healthcare,2020,kgCO2e/m2/year,148.8574982
HKG,Hong Kong,Hong Kong,Healthcare,2020,kgCO2e/m2/year,204.8618608
HND,Honduras,Honduras,Healthcare,2020,kgCO2e/m2/year,114.4654388
HRV,Croatia,Croatia,Healthcare,2020,kgCO2e/m2/year,92.04878151
HTI,Haiti,Haiti,Healthcare,2020,kgCO2e/m2/year,132.8187256
HUN,Hungary,Hungary,Healthcare,2020,kgCO2e/m2/year,99.46820312
IDN,Indonesia,Indonesia,Healthcare,2020,kgCO2e/m2/year,124.165535
IND,India,India,Healthcare,2020,kgCO2e/m2/year,104.7370875
IRL,Ireland,Ireland,Healthcare,2020,kgCO2e/m2/year,159.6163553
IRN,"Iran, Islamic Republic of","Iran, Islamic Republic of",Healthcare,2020,kgCO2e/m2/year,35.44191742
IRQ,Iraq,Iraq,Healthcare,2020,kgCO2e/m2/year,97.91422272
ISL,Iceland,Iceland,Healthcare,2020,kgCO2e/m2/year,242.3297424
ISR,Israel,Israel,Healthcare,2020,kgCO2e/m2/year,96.37962341
ITA,Italy,Italy,Healthcare,2020,kgCO2e/m2/year,98.73313495
JAM,Jamaica,Jamaica,Healthcare,2020,kgCO2e/m2/year,90.95943451
JOR,Jordan,Jordan,Healthcare,2020,kgCO2e/m2/year,20.32328224
JPN,Japan,Japan,Healthcare,2020,kgCO2e/m2/year,136.2978127
KAZ,Kazakhstan,Kazakhstan,Healthcare,2020,kgCO2e/m2/year,205.4404755
KEN,Kenya,Kenya,Healthcare,2020,kgCO2e/m2/year,107.6110916
KGZ,Kyrgyzstan,Kyrgyzstan,Healthcare,2020,kgCO2e/m2/year,48.45838547
KHM,Cambodia,Cambodia,Healthcare,2020,kgCO2e/m2/year,75.93800354
KIR,Kiribati,Kiribati,Healthcare,2020,kgCO2e/m2/year,172.0725555
