id,scope,level1,level2,level3,level4,level5,unitOfMeasurement,greenHouseGas,greenHouseGasEmissionFactor,yearOfData,yearOfRelease,reference,referenceFile,notes
186,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluoromethane (PFC-14),,,kg,kg CO2e,6630,2024,2024,"DESNZ, UK, 2024",13,
187,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluoroethane (PFC-116),,,kg,kg CO2e,11100,2024,2024,"DESNZ, UK, 2024",13,
188,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluoropropane (PFC-218),,,kg,kg CO2e,8900,2024,2024,"DESNZ, UK, 2024",13,
189,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluorocyclobutane (PFC-318),,,kg,kg CO2e,9540,2024,2024,"DESNZ, UK, 2024",13,
190,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluorobutane (PFC-3-1-10),,,kg,kg CO2e,9200,2024,2024,"DESNZ, UK, 2024",13,
191,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluoropentane (PFC-4-1-12),,,kg,kg CO2e,8550,2024,2024,"DESNZ, UK, 2024",13,
192,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluorohexane (PFC-5-1-14),,,kg,kg CO2e,7910,2024,2024,"DESNZ, UK, 2024",13,
193,Scope 1,Refrigerant and other,Kyoto protocol products,Perfluorocyclopropane,,,kg,kg CO2e,9200,2024,2024,"DESNZ, UK, 2024",13,
194,Scope 1,Refrigerant and other,Kyoto protocol products,Sulphur hexafluoride (SF6),,,kg,kg CO2e,23500,2024,2024,"DESNZ, UK, 2024",13,
195,Scope 1,Refrigerant and other,Kyoto protocol products,HFC-152,,,kg,kg CO2e,16,2024,2024,"DESNZ, UK, 2024",13,
196,Scope 1,Refrigerant and other,Kyoto protocol products,HFC-161,,,kg,kg CO2e,4,2024,2024,"DESNZ, UK, 2024",13,
197,Scope 1,Refrigerant and other,Kyoto protocol products,HFC-236cb,,,kg,kg CO2e,1210,2024,2024,"DESNZ, UK, 2024",13,
198,Scope 1,Refrigerant and other,Kyoto protocol products,HFC-236ea,,,kg,kg CO2e,1330,2024,2024,"DESNZ, UK, 2024",13,
199,Scope 1,Refrigerant and other,Kyoto protocol products,HFC-245ca,,,kg,kg CO2e,716,2024,2024,"DESNZ, UK, 2024",13,
200,Scope 1,Refrigerant and other,Kyoto protocol products,HFC-365mfc,,,kg,kg CO2e,804,2024,2024,"DESNZ, UK, 2024",13,
201,Scope 1,Refrigerant and other,Kyoto protocol products,Nitrogen trifluoride,,,kg,kg CO2e,16100,2024,2024,"DESNZ, UK, 2024",13,
202,Scope 1,Refrigerant and other,Blends,R401A,,,kg,kg CO2e,18,2024,2024,"DESNZ, UK, 2024",13,
203,Scope 1,Refrigerant and other,Blends,R401B,,,kg,kg CO2e,15,2024,2024,"DESNZ, UK, 2024",13,
204,Scope 1,Refrigerant and other,Blends,R401C,,,kg,kg CO2e,21,2024,2024,"DESNZ, UK, 2024",13,
205,Scope 1,Refrigerant and other,Blends,R402A,,,kg,kg CO2e,1902,2024,2024,"DESNZ, UK, 2024",13,
206,Scope 1,Refrigerant and other,Blends,R402B,,,kg,kg CO2e,1205,2024,2024,"DESNZ, UK, 2024",13,
207,Scope 1,Refrigerant and other,Blends,R403A,,,kg,kg CO2e,1780,2024,2024,"DESNZ, UK, 2024",13,
208,Scope 1,Refrigerant and other,Blends,R403B,,,kg,kg CO2e,3471,2024,2024,"DESNZ, UK, 2024",13,
209,Scope 1,Refrigerant and other,Blends,R404A,,,kg,kg CO2e,3943,2024,2024,"DESNZ, UK, 2024",13,
210,Scope 1,Refrigerant and other,Blends,R405A,,,kg,kg CO2e,3920,2024,2024,"DESNZ, UK, 2024",13,
211,Scope 1,Refrigerant and other,Blends,R407A,,,kg,kg CO2e,1923,2024,2024,"DESNZ, UK, 2024",13,
212,Scope 1,Refrigerant and other,Blends,R407B,,,kg,kg CO2e,2547,2024,2024,"DESNZ, UK, 2024",13,
213,Scope 1,Refrigerant and other,Blends,R407C,,,kg,kg CO2e,1624,2024,2024,"DESNZ, UK, 2024",13,
214,Scope 1,Refrigerant and other,Blends,R407D,,,kg,kg CO2e,1487,2024,2024,"DESNZ, UK, 2024",13,
215,Scope 1,Refrigerant and other,Blends,R407E,,,kg,kg CO2e,1425,2024,2024,"DESNZ, UK, 2024",13,
216,Scope 1,Refrigerant and other,Blends,R407F,,,kg,kg CO2e,1674,2024,2024,"DESNZ, UK, 2024",13,
217,Scope 1,Refrigerant and other,Blends,R408A,,,kg,kg CO2e,2430,2024,2024,"DESNZ, UK, 2024",13,
218,Scope 1,Refrigerant and other,Blends,R410A,,,kg,kg CO2e,1924,2024,2024,"DESNZ, UK, 2024",13,
219,Scope 1,Refrigerant and other,Blends,R410B,,,kg,kg CO2e,2048,2024,2024,"DESNZ, UK, 2024",13,
220,Scope 1,Refrigerant and other,Blends,R411A,,,kg,kg CO2e,15,2024,2024,"DESNZ, UK, 2024",13,
221,Scope 1,Refrigerant and other,Blends,R411B,,,kg,kg CO2e,4,2024,2024,"DESNZ, UK, 2024",13,
222,Scope 1,Refrigerant and other,Blends,R412A,,,kg,kg CO2e,445,2024,2024,"DESNZ, UK, 2024",13,
223,Scope 1,Refrigerant and other,Blends,R413A,,,kg,kg CO2e,1945,2024,2024,"DESNZ, UK, 2024",13,
224,Scope 1,Refrigerant and other,Blends,R415A,,,kg,kg CO2e,25,2024,2024,"DESNZ, UK, 2024",13,
225,Scope 1,Refrigerant and other,Blends,R415B,,,kg,kg CO2e,104,2024,2024,"DESNZ, UK, 2024",13,
226,Scope 1,Refrigerant and other,Blends,R416A,,,kg,kg CO2e,767,2024,2024,"DESNZ, UK, 2024",13,
227,Scope 1,Refrigerant and other,Blends,R417A,,,kg,kg CO2e,2127,2024,2024,"DESNZ, UK, 2024",13,
228,Scope 1,Refrigerant and other,Blends,R417B,,,kg,kg CO2e,2742,2024,2024,"DESNZ, UK, 2024",13,
229,Scope 1,Refrigerant and other,Blends,R417C,,,kg,kg CO2e,1643,2024,2024,"DESNZ, UK, 2024",13,
230,Scope 1,Refrigerant and other,Blends,R418A,,,kg,kg CO2e,3,2024,2024,"DESNZ, UK, 2024",13,
231,Scope 1,Refrigerant and other,Blends,R419A,,,kg,kg CO2e,2688,2024,2024,"DESNZ, UK, 2024",13,
232,Scope 1,Refrigerant and other,Blends,R419B,,,kg,kg CO2e,2161,2024,2024,"DESNZ, UK, 2024",13,
233,Scope 1,Refrigerant and other,Blends,R420A,,,kg,kg CO2e,1144,2024,2024,"DESNZ, UK, 2024",13,
234,Scope 1,Refrigerant and other,Blends,R421A,,,kg,kg CO2e,2385,2024,2024,"DESNZ, UK, 2024",13,
235,Scope 1,Refrigerant and other,Blends,R421B,,,kg,kg CO2e,2890,2024,2024,"DESNZ, UK, 2024",13,
236,Scope 1,Refrigerant and other,Blends,R422A,,,kg,kg CO2e,2847,2024,2024,"DESNZ, UK, 2024",13,
237,Scope 1,Refrigerant and other,Blends,R422B,,,kg,kg CO2e,2290,2024,2024,"DESNZ, UK, 2024",13,
238,Scope 1,Refrigerant and other,Blends,R422C,,,kg,kg CO2e,2794,2024,2024,"DESNZ, UK, 2024",13,
239,Scope 1,Refrigerant and other,Blends,R422D,,,kg,kg CO2e,2473,2024,2024,"DESNZ, UK, 2024",13,
240,Scope 1,Refrigerant and other,Blends,R422E,,,kg,kg CO2e,2350,2024,2024,"DESNZ, UK, 2024",13,
241,Scope 1,Refrigerant and other,Blends,R423A,,,kg,kg CO2e,2274,2024,2024,"DESNZ, UK, 2024",13,
242,Scope 1,Refrigerant and other,Blends,R424A,,,kg,kg CO2e,2212,2024,2024,"DESNZ, UK, 2024",13,
243,Scope 1,Refrigerant and other,Blends,R425A,,,kg,kg CO2e,1431,2024,2024,"DESNZ, UK, 2024",13,
244,Scope 1,Refrigerant and other,Blends,R426A,,,kg,kg CO2e,1371,2024,2024,"DESNZ, UK, 2024",13,
245,Scope 1,Refrigerant and other,Blends,R427A,,,kg,kg CO2e,2024,2024,2024,"DESNZ, UK, 2024",13,
246,Scope 1,Refrigerant and other,Blends,R428A,,,kg,kg CO2e,3417,2024,2024,"DESNZ, UK, 2024",13,
247,Scope 1,Refrigerant and other,Blends,R429A,,,kg,kg CO2e,13.8,2024,2024,"DESNZ, UK, 2024",13,
248,Scope 1,Refrigerant and other,Blends,R430A,,,kg,kg CO2e,105,2024,2024,"DESNZ, UK, 2024",13,
249,Scope 1,Refrigerant and other,Blends,R431A,,,kg,kg CO2e,40,2024,2024,"DESNZ, UK, 2024",13,
250,Scope 1,Refrigerant and other,Blends,R434A,,,kg,kg CO2e,3075,2024,2024,"DESNZ, UK, 2024",13,
251,Scope 1,Refrigerant and other,Blends,R435A,,,kg,kg CO2e,27.6,2024,2024,"DESNZ, UK, 2024",13,
252,Scope 1,Refrigerant and other,Blends,R437A,,,kg,kg CO2e,1639,2024,2024,"DESNZ, UK, 2024",13,
253,Scope 1,Refrigerant and other,Blends,R438A,,,kg,kg CO2e,2059,2024,2024,"DESNZ, UK, 2024",13,
254,Scope 1,Refrigerant and other,Blends,R439A,,,kg,kg CO2e,1828,2024,2024,"DESNZ, UK, 2024",13,
255,Scope 1,Refrigerant and other,Blends,R440A,,,kg,kg CO2e,156,2024,2024,"DESNZ, UK, 2024",13,
256,Scope 1,Refrigerant and other,Blends,R442A,,,kg,kg CO2e,1754,2024,2024,"DESNZ, UK, 2024",13,
257,Scope 1,Refrigerant and other,Blends,R444A,,,kg,kg CO2e,88,2024,2024,"DESNZ, UK, 2024",13,
258,Scope 1,Refrigerant and other,Blends,R445A,,,kg,kg CO2e,117,2024,2024,"DESNZ, UK, 2024",13,
259,Scope 1,Refrigerant and other,Blends,R500,,,kg,kg CO2e,36,2024,2024,"DESNZ, UK, 2024",13,
260,Scope 1,Refrigerant and other,Blends,R503,,,kg,kg CO2e,4972,2024,2024,"DESNZ, UK, 2024",13,
261,Scope 1,Refrigerant and other,Blends,R504,,,kg,kg CO2e,326,2024,2024,"DESNZ, UK, 2024",13,
262,Scope 1,Refrigerant and other,Blends,R507A,,,kg,kg CO2e,3985,2024,2024,"DESNZ, UK, 2024",13,
263,Scope 1,Refrigerant and other,Blends,R508A,,,kg,kg CO2e,11607,2024,2024,"DESNZ, UK, 2024",13,
264,Scope 1,Refrigerant and other,Blends,R508B,,,kg,kg CO2e,11698,2024,2024,"DESNZ, UK, 2024",13,
265,Scope 1,Refrigerant and other,Blends,R509A,,,kg,kg CO2e,4984,2024,2024,"DESNZ, UK, 2024",13,
266,Scope 1,Refrigerant and other,Blends,R511A,,,kg,kg CO2e,6.9,2024,2024,"DESNZ, UK, 2024",13,
267,Scope 1,Passenger vehicles,Motorbike,Small,,,km,kg CO2e,0.08319,2024,2024,"DESNZ, UK, 2024",13,
268,Scope 1,Passenger vehicles,Motorbike,Small,,,miles,kg CO2e,0.13389,2024,2024,"DESNZ, UK, 2024",13,
269,Scope 1,Passenger vehicles,Motorbike,Medium,,,km,kg CO2e,0.10107,2024,2024,"DESNZ, UK, 2024",13,
270,Scope 1,Passenger vehicles,Motorbike,Medium,,,miles,kg CO2e,0.16265,2024,2024,"DESNZ, UK, 2024",13,
271,Scope 1,Passenger vehicles,Motorbike,Large,,,km,kg CO2e,0.13252,2024,2024,"DESNZ, UK, 2024",13,
272,Scope 1,Passenger vehicles,Motorbike,Large,,,miles,kg CO2e,0.21326,2024,2024,"DESNZ, UK, 2024",13,
273,Scope 1,Passenger vehicles,Motorbike,Average,,,km,kg CO2e,0.11367,2024,2024,"DESNZ, UK, 2024",13,
274,Scope 1,Passenger vehicles,Motorbike,Average,,,miles,kg CO2e,0.18293,2024,2024,"DESNZ, UK, 2024",13,
275,Scope 1,Fuels,Gaseous fuels,Butane,,,litres,kg CO2e of CO2,1.74296,2024,2024,"DESNZ, UK, 2024",13,
276,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e,0.62409,2024,2024,"DESNZ, UK, 2024",13,
277,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e,0.06291,2024,2024,"DESNZ, UK, 2024",13,
278,Scope 1,Fuels,Gaseous fuels,Butane,,,litres,kg CO2e of CH4,0.00144,2024,2024,"DESNZ, UK, 2024",13,
279,Scope 1,Fuels,Gaseous fuels,Butane,,,litres,kg CO2e of N2O,0.00092,2024,2024,"DESNZ, UK, 2024",13,
280,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,tonnes,kg CO2e,1116.83712,2024,2024,"DESNZ, UK, 2024",13,
281,Scope 2,Heat and steam,Heat and steam,Onsite heat and steam,,,kWh,kg CO2e,0.17965,2024,2024,"DESNZ, UK, 2024",13,
282,Scope 2,Heat and steam,Heat and steam,District heat and steam,,,kWh,kg CO2e,0.17965,2024,2024,"DESNZ, UK, 2024",13,
283,Scope 3,WTT- fuels,Gaseous fuels,Butane,,,tonnes,kg CO2e,344.30947,2024,2024,"DESNZ, UK, 2024",13,
284,Scope 3,WTT- fuels,Gaseous fuels,Butane,,,litres,kg CO2e,0.19765,2024,2024,"DESNZ, UK, 2024",13,
285,Scope 3,WTT- fuels,Gaseous fuels,Butane,,,kWh (Net CV),kg CO2e,0.02736,2024,2024,"DESNZ, UK, 2024",13,
286,Scope 3,WTT- fuels,Gaseous fuels,Butane,,,kWh (Gross CV),kg CO2e,0.02524,2024,2024,"DESNZ, UK, 2024",13,
287,Scope 3,WTT- fuels,Gaseous fuels,CNG,,,tonnes,kg CO2e,530.77887,2024,2024,"DESNZ, UK, 2024",13,
288,Scope 3,WTT- fuels,Gaseous fuels,CNG,,,litres,kg CO2e,0.09289,2024,2024,"DESNZ, UK, 2024",13,
289,Scope 3,WTT- fuels,Gaseous fuels,CNG,,,kWh (Net CV),kg CO2e,0.04198,2024,2024,"DESNZ, UK, 2024",13,
290,Scope 3,WTT- fuels,Gaseous fuels,CNG,,,kWh (Gross CV),kg CO2e,0.03789,2024,2024,"DESNZ, UK, 2024",13,
291,Scope 3,WTT- fuels,Gaseous fuels,LNG,,,tonnes,kg CO2e,912.22817,2024,2024,"DESNZ, UK, 2024",13,
292,Scope 3,WTT- fuels,Gaseous fuels,LNG,,,litres,kg CO2e,0.41277,2024,2024,"DESNZ, UK, 2024",13,
293,Scope 3,WTT- fuels,Gaseous fuels,LNG,,,kWh (Net CV),kg CO2e,0.07214,2024,2024,"DESNZ, UK, 2024",13,
294,Scope 3,WTT- fuels,Gaseous fuels,LNG,,,kWh (Gross CV),kg CO2e,0.06512,2024,2024,"DESNZ, UK, 2024",13,
295,Scope 3,WTT- fuels,Gaseous fuels,LPG,,,tonnes,kg CO2e,349.29282,2024,2024,"DESNZ, UK, 2024",13,
296,Scope 3,WTT- fuels,Gaseous fuels,LPG,,,litres,kg CO2e,0.18551,2024,2024,"DESNZ, UK, 2024",13,
297,Scope 3,WTT- fuels,Gaseous fuels,LPG,,,kWh (Net CV),kg CO2e,0.02736,2024,2024,"DESNZ, UK, 2024",13,
298,Scope 3,WTT- fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e,0.02548,2024,2024,"DESNZ, UK, 2024",13,
299,Scope 3,WTT- fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e,423.16368,2024,2024,"DESNZ, UK, 2024",13,
300,Scope 3,WTT- fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e,0.3366,2024,2024,"DESNZ, UK, 2024",13,
301,Scope 3,WTT- fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e,0.03347,2024,2024,"DESNZ, UK, 2024",13,
302,Scope 3,WTT- fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e,0.03021,2024,2024,"DESNZ, UK, 2024",13,
303,Scope 3,WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e,423.16368,2024,2024,"DESNZ, UK, 2024",13,
304,Scope 3,WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e,0.3366,2024,2024,"DESNZ, UK, 2024",13,
305,Scope 3,WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e,0.03347,2024,2024,"DESNZ, UK, 2024",13,
306,Scope 3,WTT- fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e,0.03021,2024,2024,"DESNZ, UK, 2024",13,
307,Scope 3,WTT- fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e,302.95197,2024,2024,"DESNZ, UK, 2024",13,
308,Scope 3,WTT- fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e,0.11097,2024,2024,"DESNZ, UK, 2024",13,
309,Scope 3,WTT- fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e,0.0234,2024,2024,"DESNZ, UK, 2024",13,
310,Scope 3,WTT- fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e,0.02153,2024,2024,"DESNZ, UK, 2024",13,
311,Scope 3,WTT- fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e,352.67018,2024,2024,"DESNZ, UK, 2024",13,
312,Scope 3,WTT- fuels,Gaseous fuels,Propane,,,litres,kg CO2e,0.1817,2024,2024,"DESNZ, UK, 2024",13,
313,Scope 3,WTT- fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e,0.02736,2024,2024,"DESNZ, UK, 2024",13,
314,Scope 3,WTT- fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e,0.02519,2024,2024,"DESNZ, UK, 2024",13,
315,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e,813.26357,2024,2024,"DESNZ, UK, 2024",13,
316,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e,0.61425,2024,2024,"DESNZ, UK, 2024",13,
317,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e,0.06582,2024,2024,"DESNZ, UK, 2024",13,
318,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e,0.06253,2024,2024,"DESNZ, UK, 2024",13,
319,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e,661.79468,2024,2024,"DESNZ, UK, 2024",13,
320,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e,0.52817,2024,2024,"DESNZ, UK, 2024",13,
321,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e,0.05424,2024,2024,"DESNZ, UK, 2024",13,
322,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e,0.05153,2024,2024,"DESNZ, UK, 2024",13,
323,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e,660.82605,2024,2024,"DESNZ, UK, 2024",13,
324,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,litres,kg CO2e,0.53078,2024,2024,"DESNZ, UK, 2024",13,
325,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e,0.05424,2024,2024,"DESNZ, UK, 2024",13,
326,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e,0.05153,2024,2024,"DESNZ, UK, 2024",13,
327,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e,733.64436,2024,2024,"DESNZ, UK, 2024",13,
328,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e,0.61101,2024,2024,"DESNZ, UK, 2024",13,
329,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e,0.06181,2024,2024,"DESNZ, UK, 2024",13,
330,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e,0.05816,2024,2024,"DESNZ, UK, 2024",13,
331,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e,752.0276,2024,2024,"DESNZ, UK, 2024",13,
332,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e,0.05913,2024,2024,"DESNZ, UK, 2024",13,
333,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e,714.86545,2024,2024,"DESNZ, UK, 2024",13,
334,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e,0.69539,2024,2024,"DESNZ, UK, 2024",13,
335,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,kWh (Net CV),kg CO2e,0.06291,2024,2024,"DESNZ, UK, 2024",13,
336,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,kWh (Gross CV),kg CO2e,0.05913,2024,2024,"DESNZ, UK, 2024",13,
337,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,tonnes,kg CO2e,743.83524,2024,2024,"DESNZ, UK, 2024",13,
338,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,litres,kg CO2e,0.62665,2024,2024,"DESNZ, UK, 2024",13,
339,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,kWh (Net CV),kg CO2e,0.06291,2024,2024,"DESNZ, UK, 2024",13,
340,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,kWh (Gross CV),kg CO2e,0.05913,2024,2024,"DESNZ, UK, 2024",13,
341,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,kWh (Net CV),kg CO2e,0.09828,2024,2024,"DESNZ, UK, 2024",13,
342,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,kWh (Gross CV),kg CO2e,0.09238,2024,2024,"DESNZ, UK, 2024",13,
343,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,tonnes,kg CO2e,640.41464,2024,2024,"DESNZ, UK, 2024",13,
344,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,kWh (Net CV),kg CO2e,0.05076,2024,2024,"DESNZ, UK, 2024",13,
345,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,kWh (Gross CV),kg CO2e,0.04822,2024,2024,"DESNZ, UK, 2024",13,
346,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,tonnes,kg CO2e,777.33392,2024,2024,"DESNZ, UK, 2024",13,
347,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,litres,kg CO2e,0.58094,2024,2024,"DESNZ, UK, 2024",13,
348,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,kWh (Net CV),kg CO2e,0.0648,2024,2024,"DESNZ, UK, 2024",13,
349,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,kWh (Gross CV),kg CO2e,0.0614,2024,2024,"DESNZ, UK, 2024",13,
350,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,tonnes,kg CO2e,815.93523,2024,2024,"DESNZ, UK, 2024",13,
351,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,litres,kg CO2e,0.60664,2024,2024,"DESNZ, UK, 2024",13,
352,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,kWh (Net CV),kg CO2e,0.06582,2024,2024,"DESNZ, UK, 2024",13,
353,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,kWh (Gross CV),kg CO2e,0.06253,2024,2024,"DESNZ, UK, 2024",13,
354,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,tonnes,kg CO2e,1132.08149,2024,2024,"DESNZ, UK, 2024",13,
355,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,litres,kg CO2e,1.10125,2024,2024,"DESNZ, UK, 2024",13,
356,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,kWh (Net CV),kg CO2e,0.09962,2024,2024,"DESNZ, UK, 2024",13,
357,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,kWh (Gross CV),kg CO2e,0.09364,2024,2024,"DESNZ, UK, 2024",13,
358,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,tonnes,kg CO2e,1123.49881,2024,2024,"DESNZ, UK, 2024",13,
359,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,litres,kg CO2e,0.9465,2024,2024,"DESNZ, UK, 2024",13,
360,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,kWh (Net CV),kg CO2e,0.09501,2024,2024,"DESNZ, UK, 2024",13,
361,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,kWh (Gross CV),kg CO2e,0.08931,2024,2024,"DESNZ, UK, 2024",13,
362,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,tonnes,kg CO2e,348.98258,2024,2024,"DESNZ, UK, 2024",13,
363,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,kWh (Net CV),kg CO2e,0.03077,2024,2024,"DESNZ, UK, 2024",13,
364,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,kWh (Gross CV),kg CO2e,0.02923,2024,2024,"DESNZ, UK, 2024",13,
365,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,tonnes,kg CO2e,1116.83712,2024,2024,"DESNZ, UK, 2024",13,
366,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,kWh (Net CV),kg CO2e,0.09526,2024,2024,"DESNZ, UK, 2024",13,
367,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,kWh (Gross CV),kg CO2e,0.08895,2024,2024,"DESNZ, UK, 2024",13,
368,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,tonnes,kg CO2e,743.83524,2024,2024,"DESNZ, UK, 2024",13,
369,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,litres,kg CO2e,0.62665,2024,2024,"DESNZ, UK, 2024",13,
370,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,kWh (Net CV),kg CO2e,0.06291,2024,2024,"DESNZ, UK, 2024",13,
371,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,kWh (Gross CV),kg CO2e,0.05913,2024,2024,"DESNZ, UK, 2024",13,
372,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,tonnes,kg CO2e,714.86545,2024,2024,"DESNZ, UK, 2024",13,
373,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,litres,kg CO2e,0.69539,2024,2024,"DESNZ, UK, 2024",13,
374,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,kWh (Net CV),kg CO2e,0.06291,2024,2024,"DESNZ, UK, 2024",13,
375,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,kWh (Gross CV),kg CO2e,0.05913,2024,2024,"DESNZ, UK, 2024",13,
376,Scope 3,WTT- fuels,Solid fuels,Coal (industrial),,,tonnes,kg CO2e,418.14964,2024,2024,"DESNZ, UK, 2024",13,
377,Scope 3,WTT- fuels,Solid fuels,Coal (industrial),,,kWh (Net CV),kg CO2e,0.05925,2024,2024,"DESNZ, UK, 2024",13,
378,Scope 3,WTT- fuels,Solid fuels,Coal (industrial),,,kWh (Gross CV),kg CO2e,0.05629,2024,2024,"DESNZ, UK, 2024",13,
379,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation),,,tonnes,kg CO2e,390.06647,2024,2024,"DESNZ, UK, 2024",13,
