id,scope,level1,level2,level3,level4,level5,unitOfMeasurement,greenHouseGas,greenHouseGasEmissionFactor,yearOfData,yearOfRelease,reference,referenceFile,notes
5936,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,50% Laden,,miles,kg CO2e of CO2,1.25226,2024,2024,"DESNZ, UK, 2024",13,
5937,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,50% Laden,,miles,kg CO2e of CH4,0.0003,2024,2024,"DESNZ, UK, 2024",13,
5938,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,50% Laden,,miles,kg CO2e of N2O,0.01429,2024,2024,"DESNZ, UK, 2024",13,
5939,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,100% Laden,,miles,kg CO2e of CO2,1.45432,2024,2024,"DESNZ, UK, 2024",13,
5940,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,100% Laden,,miles,kg CO2e of CH4,0.0003,2024,2024,"DESNZ, UK, 2024",13,
5941,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,100% Laden,,miles,kg CO2e of N2O,0.01429,2024,2024,"DESNZ, UK, 2024",13,
5942,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,Average laden,,miles,kg CO2e of CO2,1.31564,2024,2024,"DESNZ, UK, 2024",13,
5943,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,Average laden,,miles,kg CO2e of CH4,0.0003,2024,2024,"DESNZ, UK, 2024",13,
5944,Scope 1,Delivery vehicles,HGV (all diesel),All rigids,Average laden,,miles,kg CO2e of N2O,0.01429,2024,2024,"DESNZ, UK, 2024",13,
5945,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,,km,kg CO2e of CO2,0.60337,2024,2024,"DESNZ, UK, 2024",13,
5946,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,,km,kg CO2e of CH4,0.00012,2024,2024,"DESNZ, UK, 2024",13,
5947,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,,km,kg CO2e of N2O,0.01209,2024,2024,"DESNZ, UK, 2024",13,
5948,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,,km,kg CO2e of CO2,0.75421,2024,2024,"DESNZ, UK, 2024",13,
5949,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,,km,kg CO2e of CH4,0.00012,2024,2024,"DESNZ, UK, 2024",13,
5950,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,,km,kg CO2e of N2O,0.01209,2024,2024,"DESNZ, UK, 2024",13,
5951,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,,km,kg CO2e of CO2,0.90505,2024,2024,"DESNZ, UK, 2024",13,
5952,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,,km,kg CO2e of CH4,0.00012,2024,2024,"DESNZ, UK, 2024",13,
5953,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,,km,kg CO2e of N2O,0.01209,2024,2024,"DESNZ, UK, 2024",13,
5954,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,,km,kg CO2e of CO2,0.75421,2024,2024,"DESNZ, UK, 2024",13,
5955,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,,km,kg CO2e of CH4,0.00012,2024,2024,"DESNZ, UK, 2024",13,
5956,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,,km,kg CO2e of N2O,0.01209,2024,2024,"DESNZ, UK, 2024",13,
5957,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,,miles,kg CO2e of CO2,0.97102,2024,2024,"DESNZ, UK, 2024",13,
5958,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,,miles,kg CO2e of CH4,0.00019,2024,2024,"DESNZ, UK, 2024",13,
5959,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,,miles,kg CO2e of N2O,0.01944,2024,2024,"DESNZ, UK, 2024",13,
5960,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,,miles,kg CO2e of CO2,1.21378,2024,2024,"DESNZ, UK, 2024",13,
5961,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,,miles,kg CO2e of CH4,0.00019,2024,2024,"DESNZ, UK, 2024",13,
5962,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,,miles,kg CO2e of N2O,0.01944,2024,2024,"DESNZ, UK, 2024",13,
5963,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,,miles,kg CO2e of CO2,1.45653,2024,2024,"DESNZ, UK, 2024",13,
5964,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,,miles,kg CO2e of CH4,0.00019,2024,2024,"DESNZ, UK, 2024",13,
5965,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,,miles,kg CO2e of N2O,0.01944,2024,2024,"DESNZ, UK, 2024",13,
5966,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,,miles,kg CO2e of CO2,1.21378,2024,2024,"DESNZ, UK, 2024",13,
5967,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,,miles,kg CO2e of CH4,0.00019,2024,2024,"DESNZ, UK, 2024",13,
5968,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,,miles,kg CO2e of N2O,0.01944,2024,2024,"DESNZ, UK, 2024",13,
5969,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),0% Laden,,km,kg CO2e of CO2,0.61785,2024,2024,"DESNZ, UK, 2024",13,
5970,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),0% Laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
5971,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),0% Laden,,km,kg CO2e of N2O,0.01438,2024,2024,"DESNZ, UK, 2024",13,
5972,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),50% Laden,,km,kg CO2e of CO2,0.8238,2024,2024,"DESNZ, UK, 2024",13,
5973,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),50% Laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
5974,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),50% Laden,,km,kg CO2e of N2O,0.01438,2024,2024,"DESNZ, UK, 2024",13,
5975,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),100% Laden,,km,kg CO2e of CO2,1.02975,2024,2024,"DESNZ, UK, 2024",13,
5976,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),100% Laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
5977,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),100% Laden,,km,kg CO2e of N2O,0.01438,2024,2024,"DESNZ, UK, 2024",13,
5978,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),Average laden,,km,kg CO2e of CO2,0.89794,2024,2024,"DESNZ, UK, 2024",13,
5979,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),Average laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
5980,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),Average laden,,km,kg CO2e of N2O,0.01438,2024,2024,"DESNZ, UK, 2024",13,
5981,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),0% Laden,,miles,kg CO2e of CO2,0.99434,2024,2024,"DESNZ, UK, 2024",13,
5982,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),0% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
5983,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),0% Laden,,miles,kg CO2e of N2O,0.02314,2024,2024,"DESNZ, UK, 2024",13,
5984,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),50% Laden,,miles,kg CO2e of CO2,1.32578,2024,2024,"DESNZ, UK, 2024",13,
5985,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),50% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
5986,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),50% Laden,,miles,kg CO2e of N2O,0.02314,2024,2024,"DESNZ, UK, 2024",13,
5987,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),100% Laden,,miles,kg CO2e of CO2,1.65723,2024,2024,"DESNZ, UK, 2024",13,
5988,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),100% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
5989,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),100% Laden,,miles,kg CO2e of N2O,0.02314,2024,2024,"DESNZ, UK, 2024",13,
5990,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),Average laden,,miles,kg CO2e of CO2,1.4451,2024,2024,"DESNZ, UK, 2024",13,
5991,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),Average laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
5992,Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),Average laden,,miles,kg CO2e of N2O,0.02314,2024,2024,"DESNZ, UK, 2024",13,
5993,Scope 1,Delivery vehicles,HGV (all diesel),All artics,0% Laden,,km,kg CO2e of CO2,0.61719,2024,2024,"DESNZ, UK, 2024",13,
5994,Scope 1,Delivery vehicles,HGV (all diesel),All artics,0% Laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
5995,Scope 1,Delivery vehicles,HGV (all diesel),All artics,0% Laden,,km,kg CO2e of N2O,0.01428,2024,2024,"DESNZ, UK, 2024",13,
5996,Scope 1,Delivery vehicles,HGV (all diesel),All artics,50% Laden,,km,kg CO2e of CO2,0.82063,2024,2024,"DESNZ, UK, 2024",13,
5997,Scope 1,Delivery vehicles,HGV (all diesel),All artics,50% Laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
5998,Scope 1,Delivery vehicles,HGV (all diesel),All artics,50% Laden,,km,kg CO2e of N2O,0.01428,2024,2024,"DESNZ, UK, 2024",13,
5999,Scope 1,Delivery vehicles,HGV (all diesel),All artics,100% Laden,,km,kg CO2e of CO2,1.02406,2024,2024,"DESNZ, UK, 2024",13,
6000,Scope 1,Delivery vehicles,HGV (all diesel),All artics,100% Laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
6001,Scope 1,Delivery vehicles,HGV (all diesel),All artics,100% Laden,,km,kg CO2e of N2O,0.01428,2024,2024,"DESNZ, UK, 2024",13,
6002,Scope 1,Delivery vehicles,HGV (all diesel),All artics,Average laden,,km,kg CO2e of CO2,0.89138,2024,2024,"DESNZ, UK, 2024",13,
6003,Scope 1,Delivery vehicles,HGV (all diesel),All artics,Average laden,,km,kg CO2e of CH4,0.00015,2024,2024,"DESNZ, UK, 2024",13,
6004,Scope 1,Delivery vehicles,HGV (all diesel),All artics,Average laden,,km,kg CO2e of N2O,0.01428,2024,2024,"DESNZ, UK, 2024",13,
6005,Scope 1,Delivery vehicles,HGV (all diesel),All artics,0% Laden,,miles,kg CO2e of CO2,0.99327,2024,2024,"DESNZ, UK, 2024",13,
6006,Scope 1,Delivery vehicles,HGV (all diesel),All artics,0% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6007,Scope 1,Delivery vehicles,HGV (all diesel),All artics,0% Laden,,miles,kg CO2e of N2O,0.02299,2024,2024,"DESNZ, UK, 2024",13,
6008,Scope 1,Delivery vehicles,HGV (all diesel),All artics,50% Laden,,miles,kg CO2e of CO2,1.32067,2024,2024,"DESNZ, UK, 2024",13,
6009,Scope 1,Delivery vehicles,HGV (all diesel),All artics,50% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6010,Scope 1,Delivery vehicles,HGV (all diesel),All artics,50% Laden,,miles,kg CO2e of N2O,0.02299,2024,2024,"DESNZ, UK, 2024",13,
6011,Scope 1,Delivery vehicles,HGV (all diesel),All artics,100% Laden,,miles,kg CO2e of CO2,1.64807,2024,2024,"DESNZ, UK, 2024",13,
6012,Scope 1,Delivery vehicles,HGV (all diesel),All artics,100% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6013,Scope 1,Delivery vehicles,HGV (all diesel),All artics,100% Laden,,miles,kg CO2e of N2O,0.02299,2024,2024,"DESNZ, UK, 2024",13,
6014,Scope 1,Delivery vehicles,HGV (all diesel),All artics,Average laden,,miles,kg CO2e of CO2,1.43454,2024,2024,"DESNZ, UK, 2024",13,
6015,Scope 1,Delivery vehicles,HGV (all diesel),All artics,Average laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6016,Scope 1,Delivery vehicles,HGV (all diesel),All artics,Average laden,,miles,kg CO2e of N2O,0.02299,2024,2024,"DESNZ, UK, 2024",13,
6017,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,0% Laden,,km,kg CO2e of CO2,0.63181,2024,2024,"DESNZ, UK, 2024",13,
6018,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,0% Laden,,km,kg CO2e of CH4,0.00016,2024,2024,"DESNZ, UK, 2024",13,
6019,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,0% Laden,,km,kg CO2e of N2O,0.01195,2024,2024,"DESNZ, UK, 2024",13,
6020,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,50% Laden,,km,kg CO2e of CO2,0.80306,2024,2024,"DESNZ, UK, 2024",13,
6021,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,50% Laden,,km,kg CO2e of CH4,0.00016,2024,2024,"DESNZ, UK, 2024",13,
6022,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,50% Laden,,km,kg CO2e of N2O,0.01195,2024,2024,"DESNZ, UK, 2024",13,
6023,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,100% Laden,,km,kg CO2e of CO2,0.9743,2024,2024,"DESNZ, UK, 2024",13,
6024,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,100% Laden,,km,kg CO2e of CH4,0.00016,2024,2024,"DESNZ, UK, 2024",13,
6025,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,100% Laden,,km,kg CO2e of N2O,0.01195,2024,2024,"DESNZ, UK, 2024",13,
6026,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,Average laden,,km,kg CO2e of CO2,0.86085,2024,2024,"DESNZ, UK, 2024",13,
6027,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,Average laden,,km,kg CO2e of CH4,0.00016,2024,2024,"DESNZ, UK, 2024",13,
6028,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,Average laden,,km,kg CO2e of N2O,0.01195,2024,2024,"DESNZ, UK, 2024",13,
6029,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,0% Laden,,miles,kg CO2e of CO2,1.0168,2024,2024,"DESNZ, UK, 2024",13,
6030,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,0% Laden,,miles,kg CO2e of CH4,0.00026,2024,2024,"DESNZ, UK, 2024",13,
6031,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,0% Laden,,miles,kg CO2e of N2O,0.01923,2024,2024,"DESNZ, UK, 2024",13,
6032,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,50% Laden,,miles,kg CO2e of CO2,1.29239,2024,2024,"DESNZ, UK, 2024",13,
6033,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,50% Laden,,miles,kg CO2e of CH4,0.00026,2024,2024,"DESNZ, UK, 2024",13,
6034,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,50% Laden,,miles,kg CO2e of N2O,0.01923,2024,2024,"DESNZ, UK, 2024",13,
6035,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,100% Laden,,miles,kg CO2e of CO2,1.56799,2024,2024,"DESNZ, UK, 2024",13,
6036,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,100% Laden,,miles,kg CO2e of CH4,0.00026,2024,2024,"DESNZ, UK, 2024",13,
6037,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,100% Laden,,miles,kg CO2e of N2O,0.01923,2024,2024,"DESNZ, UK, 2024",13,
6038,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,Average laden,,miles,kg CO2e of CO2,1.3854,2024,2024,"DESNZ, UK, 2024",13,
6039,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,Average laden,,miles,kg CO2e of CH4,0.00026,2024,2024,"DESNZ, UK, 2024",13,
6040,Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,Average laden,,miles,kg CO2e of N2O,0.01923,2024,2024,"DESNZ, UK, 2024",13,
6041,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,,km,kg CO2e of CO2,0.5349,2024,2024,"DESNZ, UK, 2024",13,
6042,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,,km,kg CO2e of CH4,0.00011,2024,2024,"DESNZ, UK, 2024",13,
6043,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,,km,kg CO2e of N2O,0.00532,2024,2024,"DESNZ, UK, 2024",13,
6044,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,,km,kg CO2e of CO2,0.58141,2024,2024,"DESNZ, UK, 2024",13,
6045,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,,km,kg CO2e of CH4,0.00011,2024,2024,"DESNZ, UK, 2024",13,
6046,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,,km,kg CO2e of N2O,0.00532,2024,2024,"DESNZ, UK, 2024",13,
6047,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,,km,kg CO2e of CO2,0.62793,2024,2024,"DESNZ, UK, 2024",13,
6048,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,,km,kg CO2e of CH4,0.00011,2024,2024,"DESNZ, UK, 2024",13,
6049,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,,km,kg CO2e of N2O,0.00532,2024,2024,"DESNZ, UK, 2024",13,
6050,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,,km,kg CO2e of CO2,0.5749,2024,2024,"DESNZ, UK, 2024",13,
6051,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,,km,kg CO2e of CH4,0.00011,2024,2024,"DESNZ, UK, 2024",13,
6052,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,,km,kg CO2e of N2O,0.00532,2024,2024,"DESNZ, UK, 2024",13,
6053,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,,miles,kg CO2e of CO2,0.86084,2024,2024,"DESNZ, UK, 2024",13,
6054,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,,miles,kg CO2e of CH4,0.00018,2024,2024,"DESNZ, UK, 2024",13,
6055,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,,miles,kg CO2e of N2O,0.00855,2024,2024,"DESNZ, UK, 2024",13,
6056,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,,miles,kg CO2e of CO2,0.93569,2024,2024,"DESNZ, UK, 2024",13,
6057,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,,miles,kg CO2e of CH4,0.00018,2024,2024,"DESNZ, UK, 2024",13,
6058,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,,miles,kg CO2e of N2O,0.00855,2024,2024,"DESNZ, UK, 2024",13,
6059,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,,miles,kg CO2e of CO2,1.01055,2024,2024,"DESNZ, UK, 2024",13,
6060,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,,miles,kg CO2e of CH4,0.00018,2024,2024,"DESNZ, UK, 2024",13,
6061,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,,miles,kg CO2e of N2O,0.00855,2024,2024,"DESNZ, UK, 2024",13,
6062,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,,miles,kg CO2e of CO2,0.92521,2024,2024,"DESNZ, UK, 2024",13,
6063,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,,miles,kg CO2e of CH4,0.00018,2024,2024,"DESNZ, UK, 2024",13,
6064,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,,miles,kg CO2e of N2O,0.00855,2024,2024,"DESNZ, UK, 2024",13,
6065,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,,km,kg CO2e of CO2,0.64141,2024,2024,"DESNZ, UK, 2024",13,
6066,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,,km,kg CO2e of CH4,0.00013,2024,2024,"DESNZ, UK, 2024",13,
6067,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,,km,kg CO2e of N2O,0.00648,2024,2024,"DESNZ, UK, 2024",13,
6068,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,,km,kg CO2e of CO2,0.73304,2024,2024,"DESNZ, UK, 2024",13,
6069,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,,km,kg CO2e of CH4,0.00013,2024,2024,"DESNZ, UK, 2024",13,
6070,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,,km,kg CO2e of N2O,0.00648,2024,2024,"DESNZ, UK, 2024",13,
6071,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,,km,kg CO2e of CO2,0.82467,2024,2024,"DESNZ, UK, 2024",13,
6072,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,,km,kg CO2e of CH4,0.00013,2024,2024,"DESNZ, UK, 2024",13,
6073,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,,km,kg CO2e of N2O,0.00648,2024,2024,"DESNZ, UK, 2024",13,
6074,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,,km,kg CO2e of CO2,0.70189,2024,2024,"DESNZ, UK, 2024",13,
6075,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,,km,kg CO2e of CH4,0.00013,2024,2024,"DESNZ, UK, 2024",13,
6076,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,,km,kg CO2e of N2O,0.00648,2024,2024,"DESNZ, UK, 2024",13,
6077,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,,miles,kg CO2e of CO2,1.03225,2024,2024,"DESNZ, UK, 2024",13,
6078,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6079,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,,miles,kg CO2e of N2O,0.01043,2024,2024,"DESNZ, UK, 2024",13,
6080,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,,miles,kg CO2e of CO2,1.17971,2024,2024,"DESNZ, UK, 2024",13,
6081,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6082,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,,miles,kg CO2e of N2O,0.01043,2024,2024,"DESNZ, UK, 2024",13,
6083,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,,miles,kg CO2e of CO2,1.32718,2024,2024,"DESNZ, UK, 2024",13,
6084,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6085,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,,miles,kg CO2e of N2O,0.01043,2024,2024,"DESNZ, UK, 2024",13,
6086,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,,miles,kg CO2e of CO2,1.12957,2024,2024,"DESNZ, UK, 2024",13,
6087,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,,miles,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
6088,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,,miles,kg CO2e of N2O,0.01043,2024,2024,"DESNZ, UK, 2024",13,
6089,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,,km,kg CO2e of CO2,0.88169,2024,2024,"DESNZ, UK, 2024",13,
6090,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,,km,kg CO2e of CH4,0.00022,2024,2024,"DESNZ, UK, 2024",13,
